CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,,,
2024-05-25T18:44:02Z,1716630242,60E85BB834C4,18.01,24.27,127.7,427,25.02,54.97,105.54,157.28,,,,,,
2024-05-25T18:45:02Z,1716630302,60E85BB834C4,19.46,26.5,127.7,427,24.92,55.23,105.54,167.37,,,,,,
2024-05-25T18:46:02Z,1716630362,60E85BB834C4,20,27.05,127.7,433,24.9,55.78,105.54,173.69,,,,,,
2024-05-25T18:47:02Z,1716630422,60E85BB834C4,18.68,25.21,127.7,436,24.94,56.06,105.54,162.76,,,,,,
2024-05-25T18:48:02Z,1716630482,60E85BB834C4,18.84,25.35,127.7,437,24.92,56.46,105.54,164.78,,,,,,
2024-05-25T18:49:02Z,1716630542,60E85BB834C4,19.83,26.86,127.7,437,24.93,56.36,105.54,171.8,,,,,,
2024-05-25T18:50:02Z,1716630602,60E85BB834C4,19.84,26.93,127.7,439,24.91,56.09,105.54,171.46,,,,,,
2024-05-25T18:51:02Z,1716630662,60E85BB834C4,19.5,26.52,133.19,437,24.89,56.56,110.07,168.07,,,,,,
2024-05-25T18:52:04Z,1716630724,60E85BB834C4,19.77,27.15,133.19,439,24.9,56.91,110.07,167.96,,,,,,
2024-05-25T18:53:04Z,1716630784,60E85BB834C4,19.36,26.05,133.19,441,24.87,56.88,110.07,169.32,,,,,,
2024-05-25T18:54:04Z,1716630844,60E85BB834C4,21.49,28.78,133.19,440,24.82,57.05,110.07,189.38,,,,,,
2024-05-25T18:55:04Z,1716630904,60E85BB834C4,21.21,28.53,138.68,440,24.8,57.24,114.62,185.7,,,,,,
2024-05-25T18:56:04Z,1716630964,60E85BB834C4,20.11,27.62,138.68,440,24.79,57.54,114.62,170.89,,,,,,
2024-05-25T18:57:04Z,1716631024,60E85BB834C4,22.24,30.51,144.19,440,24.77,58.05,119.17,189.22,,,,,,
2024-05-25T18:58:04Z,1716631084,60E85BB834C4,22.5,30.69,144.19,439,24.76,57.72,119.17,193.17,,,,,,
2024-05-25T18:59:04Z,1716631144,60E85BB834C4,21.42,28.88,149.72,441,24.72,57.81,123.73,187.04,,,,,,
2024-05-25T19:00:04Z,1716631204,60E85BB834C4,21.69,29.54,149.72,441,24.68,57.9,123.73,186.57,,,,,,
2024-05-25T19:01:04Z,1716631264,60E85BB834C4,22.98,31.53,155.25,446,24.62,58.18,128.31,195.63,,,,,,
2024-05-25T19:02:04Z,1716631324,60E85BB834C4,22.45,30.29,155.25,442,24.56,58.47,128.31,195.65,,,,,,
2024-05-25T19:03:04Z,1716631384,60E85BB834C4,22.13,30.11,155.25,441,24.49,58.82,128.31,190.62,,,,,,
2024-05-25T19:04:04Z,1716631444,60E85BB834C4,21.67,29.23,155.25,442,24.46,58.83,128.31,188.94,,,,,,
2024-05-25T19:05:04Z,1716631504,60E85BB834C4,21.69,29.19,155.25,443,24.42,59,128.31,189.72,,,,,,
2024-05-25T19:06:04Z,1716631564,60E85BB834C4,21.71,29.3,155.25,446,24.42,59.58,128.31,189.23,,,,,,
2024-05-25T19:07:04Z,1716631624,60E85BB834C4,21.48,29.39,160.79,448,24.42,59.45,132.89,183.52,,,,,,
2024-05-25T19:08:04Z,1716631684,60E85BB834C4,23.2,31.35,160.79,445,24.39,59.58,132.89,201.88,,,,,,
2024-05-25T19:09:04Z,1716631744,60E85BB834C4,21.54,29.12,160.79,447,24.41,59.74,132.89,187.28,,,,,,
2024-05-25T19:10:04Z,1716631804,60E85BB834C4,22.04,29.79,166.35,449,24.38,59.94,137.48,191.61,,,,,,
2024-05-25T19:11:04Z,1716631864,60E85BB834C4,21.7,29.22,166.35,452,24.4,59.7,137.48,189.57,,,,,,
2024-05-25T19:12:04Z,1716631924,60E85BB834C4,22.4,30.57,166.35,450,24.32,59.53,137.48,192.01,,,,,,
2024-05-25T19:13:04Z,1716631984,60E85BB834C4,22.85,31.16,166.35,449,24.32,59.57,137.48,196.26,,,,,,
2024-05-25T19:14:04Z,1716632044,60E85BB834C4,22.68,30.53,166.35,449,24.27,59.67,137.48,198.36,,,,,,
2024-05-25T19:15:04Z,1716632104,60E85BB834C4,22.7,30.78,166.35,450,24.3,59.8,137.48,196.41,,,,,,
2024-05-25T19:16:04Z,1716632164,60E85BB834C4,21.87,29.51,166.35,452,24.24,60.22,137.48,190.57,,,,,,
2024-05-25T19:17:04Z,1716632224,60E85BB834C4,21.86,29.52,166.35,449,24.19,60.07,137.48,190.31,,,,,,
2024-05-25T19:18:04Z,1716632284,60E85BB834C4,22.91,31.17,171.92,450,24.14,60.33,142.08,197.33,,,,,,
2024-05-25T19:19:04Z,1716632344,60E85BB834C4,21.49,29.04,171.92,449,24.16,60.42,142.08,186.82,,,,,,
2024-05-25T19:20:04Z,1716632404,60E85BB834C4,22.82,30.66,171.92,445,24.11,60.45,142.08,200.21,,,,,,
2024-05-25T19:21:04Z,1716632464,60E85BB834C4,21.7,29.16,171.92,447,24.12,60.72,142.08,190.28,,,,,,
2024-05-25T19:22:04Z,1716632524,60E85BB834C4,21.74,29.52,177.5,446,24.06,60.51,146.69,187.69,,,,,,
2024-05-25T19:23:04Z,1716632584,60E85BB834C4,21.46,29.2,177.5,447,24.03,60.94,146.69,184.77,,,,,,
2024-05-25T19:24:04Z,1716632644,60E85BB834C4,22.34,30.28,183.09,450,23.99,60.98,151.31,193.51,,,,,,
2024-05-25T19:25:04Z,1716632704,60E85BB834C4,22.06,30.12,183.09,450,23.96,60.8,151.31,189.09,,,,,,
2024-05-25T19:26:04Z,1716632764,60E85BB834C4,22.32,30.54,183.09,450,23.9,60.98,151.31,190.58,,,,,,
2024-05-25T19:27:04Z,1716632824,60E85BB834C4,24.04,32.97,183.09,450,23.9,60.94,151.31,204.67,,,,,,
2024-05-25T19:28:04Z,1716632884,60E85BB834C4,22.16,30.06,183.09,452,23.88,60.96,151.31,191.79,,,,,,
2024-05-25T19:29:04Z,1716632944,60E85BB834C4,22.39,30.34,183.09,453,23.81,61.19,151.31,193.95,,,,,,
2024-05-25T19:30:04Z,1716633004,60E85BB834C4,23.4,31.79,183.09,452,23.78,61.24,151.31,202.05,,,,,,
2024-05-25T19:31:04Z,1716633064,60E85BB834C4,22.11,29.88,183.09,454,23.76,61.56,151.31,192.37,,,,,,
2024-05-25T19:32:04Z,1716633124,60E85BB834C4,20.84,28.42,183.09,454,23.7,62.12,151.31,178.83,,,,,,
2024-05-25T19:33:04Z,1716633184,60E85BB834C4,21.88,29.99,183.09,454,23.62,62.02,151.31,186.5,,,,,,
2024-05-25T19:34:04Z,1716633244,60E85BB834C4,21.68,29.48,183.09,453,23.56,62.4,151.31,186.92,,,,,,
2024-05-25T19:35:04Z,1716633304,60E85BB834C4,21.68,29.43,183.09,454,23.55,62.54,151.31,187.4,,,,,,
2024-05-25T19:36:04Z,1716633364,60E85BB834C4,22.51,30.51,188.69,454,23.43,62.8,155.94,195.04,,,,,,
2024-05-25T19:37:04Z,1716633424,60E85BB834C4,22.05,29.47,194.3,457,23.41,63.28,160.58,194.72,,,,,,
2024-05-25T19:38:04Z,1716633484,60E85BB834C4,22.19,29.95,199.93,455,23.39,63.31,165.23,193.33,,,,,,
2024-05-25T19:39:04Z,1716633544,60E85BB834C4,21.43,29.16,211.21,455,23.31,63.34,174.56,184.6,,,,,,
2024-05-25T19:40:04Z,1716633604,60E85BB834C4,21.13,28.77,216.88,457,23.28,63.56,179.24,181.88,,,,,,
2024-05-25T19:41:04Z,1716633664,60E85BB834C4,22.06,29.9,228.23,460,23.21,63.72,188.62,191.02,,,,,,
2024-05-25T19:42:04Z,1716633724,60E85BB834C4,22.05,29.73,233.93,460,23.19,63.89,193.33,192.31,,,,,,
2024-05-25T19:43:04Z,1716633784,60E85BB834C4,21.18,28.7,239.64,459,23.11,64.04,198.05,183.48,,,,,,
2024-05-25T19:44:04Z,1716633844,60E85BB834C4,21.36,28.99,245.36,462,23.05,64.27,202.78,184.68,,,,,,
2024-05-25T19:45:04Z,1716633904,60E85BB834C4,21.46,28.89,251.1,466,22.98,64.26,207.52,187.56,,,,,,
2024-05-25T19:46:04Z,1716633964,60E85BB834C4,20.69,28.07,256.84,464,22.91,64.34,212.27,179.06,,,,,,
2024-05-25T19:47:04Z,1716634024,60E85BB834C4,20.47,27.75,256.84,466,22.88,64.48,212.27,177.18,,,,,,
2024-05-25T19:48:04Z,1716634084,60E85BB834C4,20.9,28.29,256.84,465,22.81,64.66,212.27,181.39,,,,,,
2024-05-25T19:49:04Z,1716634144,60E85BB834C4,20.97,28.72,262.6,463,22.74,64.6,217.03,178.94,,,,,,
2024-05-25T19:50:04Z,1716634204,60E85BB834C4,20.52,27.39,262.6,462,22.67,64.87,217.03,181.57,,,,,,
2024-05-25T19:51:04Z,1716634264,60E85BB834C4,20.61,27.78,262.6,465,22.63,64.98,217.03,179.88,,,,,,
2024-05-25T19:52:04Z,1716634324,60E85BB834C4,20.54,28.04,262.6,468,22.6,64.99,217.03,176.17,,,,,,
2024-05-25T19:53:04Z,1716634384,60E85BB834C4,21.13,28.5,268.37,467,22.57,64.78,221.8,184.29,,,,,,
2024-05-25T19:54:04Z,1716634444,60E85BB834C4,19.56,26.46,268.37,464,22.56,65.07,221.8,169.92,,,,,,
2024-05-25T19:55:04Z,1716634504,60E85BB834C4,20.69,27.9,268.37,463,22.51,65.01,221.8,180.37,,,,,,
2024-05-25T19:56:04Z,1716634564,60E85BB834C4,19.76,26.59,262.6,462,22.47,64.85,217.03,172.83,,,,,,
2024-05-25T19:57:04Z,1716634624,60E85BB834C4,19.93,26.97,262.6,463,22.43,65.01,217.03,173.07,,,,,,
2024-05-25T19:58:04Z,1716634684,60E85BB834C4,20.68,27.82,256.84,462,22.37,64.87,212.27,180.95,,,,,,
2024-05-25T19:59:04Z,1716634744,60E85BB834C4,20.03,26.98,256.84,464,22.33,65.54,212.27,175,,,,,,
2024-05-25T20:00:04Z,1716634804,60E85BB834C4,20.35,27.63,256.84,462,22.33,65.86,212.27,175.77,,,,,,
2024-05-25T20:01:04Z,1716634864,60E85BB834C4,19.54,26.38,262.6,460,22.32,65.97,217.03,170.16,,,,,,
2024-05-25T20:02:04Z,1716634924,60E85BB834C4,20.11,27.08,274.16,459,22.27,65.3,226.58,175.72,,,,,,
2024-05-25T20:03:04Z,1716634984,60E85BB834C4,19.01,25.89,279.95,461,22.24,65.25,231.37,163.5,,,,,,
2024-05-25T20:04:04Z,1716635044,60E85BB834C4,18.77,25.1,285.76,462,22.24,65.05,236.17,165.66,,,,,,
2024-05-25T20:05:04Z,1716635104,60E85BB834C4,19.94,26.68,285.76,462,22.23,65.05,236.17,175.92,,,,,,
2024-05-25T20:06:04Z,1716635164,60E85BB834C4,18.29,24.69,279.95,463,22.22,65.34,231.37,159.39,,,,,,
2024-05-25T20:07:04Z,1716635224,60E85BB834C4,18.73,25.21,279.95,463,22.21,65.08,231.37,163.89,,,,,,
2024-05-25T20:08:04Z,1716635284,60E85BB834C4,18.41,24.79,274.16,465,22.18,65.29,226.58,160.8,,,,,,
2024-05-25T20:09:04Z,1716635344,60E85BB834C4,18.42,24.94,268.37,465,22.18,65.39,221.8,159.85,,,,,,
2024-05-25T20:10:04Z,1716635404,60E85BB834C4,18.23,24.4,268.37,463,22.13,65.99,221.8,160.74,,,,,,
2024-05-25T20:11:04Z,1716635464,60E85BB834C4,18.83,25.23,268.37,467,22.14,66.2,221.8,165.75,,,,,,
2024-05-25T20:12:04Z,1716635524,60E85BB834C4,19.06,25.6,274.16,468,22.07,66.05,226.58,167.17,,,,,,
2024-05-25T20:13:04Z,1716635584,60E85BB834C4,19.04,25.62,279.95,468,22.04,65.57,231.37,166.55,,,,,,
2024-05-25T20:14:04Z,1716635644,60E85BB834C4,19.93,26.58,285.76,467,22.04,65.91,236.17,176.64,,,,,,
2024-05-25T20:15:04Z,1716635704,60E85BB834C4,19.66,26.32,297.42,468,22,66.52,245.8,173.34,,,,,,
2024-05-25T20:16:04Z,1716635764,60E85BB834C4,18.39,24.79,297.42,466,21.97,66.63,245.8,160.48,,,,,,
2024-05-25T20:17:04Z,1716635824,60E85BB834C4,18.63,25.24,297.42,468,21.98,67.04,245.8,161.49,,,,,,
2024-05-25T20:18:04Z,1716635884,60E85BB834C4,18.4,24.93,297.42,468,21.88,67.07,245.8,159.4,,,,,,
2024-05-25T20:19:04Z,1716635944,60E85BB834C4,19.58,26.27,291.58,469,21.87,66.89,240.98,172,,,,,,
2024-05-25T20:20:04Z,1716636004,60E85BB834C4,18.16,24.52,291.58,470,21.9,66.72,240.98,158.13,,,,,,
2024-05-25T20:21:04Z,1716636064,60E85BB834C4,18.55,25.02,291.58,470,21.84,66.53,240.98,161.86,,,,,,
2024-05-25T20:22:04Z,1716636124,60E85BB834C4,18.66,25.03,297.42,476,21.85,66.55,245.8,164.08,,,,,,
2024-05-25T20:23:04Z,1716636184,60E85BB834C4,18.61,25.18,297.42,476,21.85,66.92,245.8,161.7,,,,,,
2024-05-25T20:24:04Z,1716636244,60E85BB834C4,18.77,25.48,297.42,478,21.85,66.62,245.8,162.19,,,,,,
2024-05-25T20:25:04Z,1716636304,60E85BB834C4,18.57,25.17,291.58,477,21.84,66.77,240.98,160.91,,,,,,
2024-05-25T20:26:04Z,1716636364,60E85BB834C4,19.6,26.42,291.58,475,21.82,66.97,240.98,171.14,,,,,,
2024-05-25T20:27:04Z,1716636424,60E85BB834C4,19.32,26.05,285.76,469,21.79,67.37,236.17,168.52,,,,,,
2024-05-25T20:28:04Z,1716636484,60E85BB834C4,18.52,24.84,285.76,471,21.76,66.97,236.17,162.77,,,,,,
2024-05-25T20:29:04Z,1716636544,60E85BB834C4,18.54,25.02,285.76,472,21.7,66.97,236.17,161.46,,,,,,
2024-05-25T20:30:04Z,1716636604,60E85BB834C4,17.95,24.29,285.76,470,21.74,67.02,236.17,155.85,,,,,,
2024-05-25T20:31:04Z,1716636664,60E85BB834C4,19.56,26.53,285.76,475,21.71,67.23,236.17,169.21,,,,,,
2024-05-25T20:32:04Z,1716636724,60E85BB834C4,18.67,25.39,285.76,474,21.71,67.31,236.17,160.87,,,,,,
2024-05-25T20:33:04Z,1716636784,60E85BB834C4,17.71,23.9,285.76,476,21.75,67.25,236.17,154.43,,,,,,
2024-05-25T20:34:04Z,1716636844,60E85BB834C4,18.05,24.15,279.95,473,21.68,67.22,231.37,159.21,,,,,,
2024-05-25T20:35:04Z,1716636904,60E85BB834C4,17.15,23.12,279.95,474,21.66,67.35,231.37,149.74,,,,,,
2024-05-25T20:36:04Z,1716636964,60E85BB834C4,18.71,25.29,279.95,470,21.62,67.29,231.37,162.67,,,,,,
2024-05-25T20:37:04Z,1716637024,60E85BB834C4,17.95,24.12,279.95,471,21.58,67.46,231.37,157.45,,,,,,
2024-05-25T20:38:04Z,1716637084,60E85BB834C4,18.1,24.45,279.95,471,21.53,67.49,231.37,157.58,,,,,,
2024-05-25T20:39:04Z,1716637144,60E85BB834C4,18.97,25.73,279.95,473,21.53,67.61,231.37,164.23,,,,,,
2024-05-25T20:40:04Z,1716637204,60E85BB834C4,18.09,24.47,279.95,476,21.55,68.03,231.37,157.19,,,,,,
2024-05-25T20:41:04Z,1716637264,60E85BB834C4,18.18,24.61,285.76,476,21.57,67.58,236.17,157.69,,,,,,
2024-05-25T20:42:04Z,1716637324,60E85BB834C4,19.56,26.36,291.58,479,21.52,67.45,240.98,170.78,,,,,,
2024-05-25T20:43:04Z,1716637384,60E85BB834C4,18.52,24.89,297.42,477,21.52,67.42,245.8,162.42,,,,,,
2024-05-25T20:44:04Z,1716637444,60E85BB834C4,18.97,25.58,303.26,474,21.45,67.33,250.63,165.45,,,,,,
2024-05-25T20:45:04Z,1716637504,60E85BB834C4,18.15,24.54,314.99,477,21.5,67.59,260.33,157.87,,,,,,
2024-05-25T20:46:04Z,1716637564,60E85BB834C4,17.69,23.82,326.78,471,21.48,67.68,270.06,154.71,,,,,,
2024-05-25T20:47:04Z,1716637624,60E85BB834C4,18.17,24.5,350.5,473,21.49,67.67,289.67,158.61,,,,,,
2024-05-25T20:48:04Z,1716637684,60E85BB834C4,17.41,23.22,356.46,481,21.47,67.75,294.6,154.29,,,,,,
2024-05-25T20:49:04Z,1716637744,60E85BB834C4,18.1,24.26,350.5,480,21.44,67.85,289.67,159.13,,,,,,
2024-05-25T20:50:04Z,1716637804,60E85BB834C4,17.64,23.72,344.55,481,21.44,68.05,284.75,154.42,,,,,,
2024-05-25T20:51:04Z,1716637864,60E85BB834C4,18.61,25.3,338.61,480,21.39,68.2,279.84,160.59,,,,,,
2024-05-25T20:52:04Z,1716637924,60E85BB834C4,18.47,24.9,338.61,478,21.39,68.16,279.84,161.27,,,,,,
2024-05-25T20:53:04Z,1716637984,60E85BB834C4,18.01,24.37,338.61,478,21.4,68.11,279.84,156.41,,,,,,
2024-05-25T20:54:04Z,1716638044,60E85BB834C4,17.66,23.8,332.69,476,21.37,67.94,274.95,154.26,,,,,,
2024-05-25T20:55:04Z,1716638104,60E85BB834C4,18.09,24.32,332.69,475,21.35,67.98,274.95,158.45,,,,,,
2024-05-25T20:56:04Z,1716638164,60E85BB834C4,18.17,24.53,326.78,480,21.32,67.97,270.06,158.18,,,,,,
2024-05-25T20:57:06Z,1716638226,60E85BB834C4,18.53,24.87,326.78,477,21.32,67.91,270.06,162.74,,,,,,
2024-05-25T20:58:06Z,1716638286,60E85BB834C4,18.2,24.53,326.78,480,21.31,68.06,270.06,158.8,,,,,,
2024-05-25T20:59:06Z,1716638346,60E85BB834C4,18.4,24.87,320.88,480,21.29,68.12,265.19,159.96,,,,,,
2024-05-25T21:00:06Z,1716638406,60E85BB834C4,18.75,25.25,320.88,478,21.3,68.14,265.19,163.94,,,,,,
2024-05-25T21:01:06Z,1716638466,60E85BB834C4,17.89,24.08,320.88,478,21.22,68.08,265.19,156.42,,,,,,
2024-05-25T21:02:06Z,1716638526,60E85BB834C4,18.2,24.75,314.99,481,21.22,68.09,260.33,156.84,,,,,,
2024-05-25T21:03:06Z,1716638586,60E85BB834C4,17.64,24.15,314.99,481,21.21,67.92,260.33,150.54,,,,,,
2024-05-25T21:04:06Z,1716638646,60E85BB834C4,17.77,24.07,314.99,481,21.23,68.16,260.33,154.08,,,,,,
2024-05-25T21:05:06Z,1716638706,60E85BB834C4,17.8,23.97,314.99,482,21.22,68.31,260.33,155.49,,,,,,
2024-05-25T21:06:06Z,1716638766,60E85BB834C4,18.52,25.01,314.99,480,21.2,68.31,260.33,161.25,,,,,,
2024-05-25T21:07:06Z,1716638826,60E85BB834C4,18.85,25.75,314.99,484,21.17,68.38,260.33,161.38,,,,,,
2024-05-25T21:08:06Z,1716638886,60E85BB834C4,19.09,25.72,314.99,482,21.17,68.44,260.33,166.68,,,,,,
2024-05-25T21:09:06Z,1716638946,60E85BB834C4,17.95,24,309.12,482,21.14,68.62,255.47,158.54,,,,,,
2024-05-25T21:10:06Z,1716639006,60E85BB834C4,17.93,24.02,309.12,478,21.09,68.97,255.47,157.85,,,,,,
2024-05-25T21:11:06Z,1716639066,60E85BB834C4,18.55,25.05,309.12,480,21.15,68.81,255.47,161.47,,,,,,
2024-05-25T21:12:06Z,1716639126,60E85BB834C4,20.27,27.51,309.12,476,21.12,68.72,255.47,175.34,,,,,,
2024-05-25T21:13:06Z,1716639186,60E85BB834C4,18.23,24.83,309.12,479,21.11,68.95,255.47,156.79,,,,,,
2024-05-25T21:14:06Z,1716639246,60E85BB834C4,18.69,25.25,309.12,477,21.06,69.23,255.47,162.57,,,,,,
2024-05-25T21:15:06Z,1716639306,60E85BB834C4,17.95,24.51,309.12,477,21.09,69.16,255.47,153.92,,,,,,
2024-05-25T21:16:06Z,1716639366,60E85BB834C4,17.69,23.65,309.12,478,21.04,69.22,255.47,156.26,,,,,,
2024-05-25T21:17:06Z,1716639426,60E85BB834C4,17.57,23.62,309.12,479,21.05,69.38,255.47,154.06,,,,,,
2024-05-25T21:18:06Z,1716639486,60E85BB834C4,18.77,25.28,309.12,480,21.04,68.82,255.47,164.01,,,,,,
2024-05-25T21:19:06Z,1716639546,60E85BB834C4,18.4,24.91,309.12,482,21,68.85,255.47,159.55,,,,,,
2024-05-25T21:20:06Z,1716639606,60E85BB834C4,18.96,25.83,309.12,487,21.04,69.35,255.47,162.91,,,,,,
2024-05-25T21:21:06Z,1716639666,60E85BB834C4,17.88,24.39,309.12,485,21.03,68.56,255.47,153.55,,,,,,
2024-05-25T21:22:06Z,1716639726,60E85BB834C4,16.08,21.9,309.12,488,21.06,68.79,255.47,138.37,,,,,,
2024-05-25T21:23:06Z,1716639786,60E85BB834C4,17.93,24.37,309.12,488,21.07,68.91,255.47,154.8,,,,,,
2024-05-25T21:24:06Z,1716639846,60E85BB834C4,17.29,23.3,303.26,485,21.05,68.86,250.63,150.98,,,,,,
2024-05-25T21:25:06Z,1716639906,60E85BB834C4,17.83,24.01,303.26,486,21.05,68.67,250.63,155.86,,,,,,
2024-05-25T21:26:06Z,1716639966,60E85BB834C4,17.47,23.47,303.26,488,21.06,68.4,250.63,153.29,,,,,,
2024-05-25T21:27:06Z,1716640026,60E85BB834C4,17.49,23.54,303.26,487,21.07,68.53,250.63,153.13,,,,,,
2024-05-25T21:28:06Z,1716640086,60E85BB834C4,17.76,24.04,303.26,485,21.06,68.42,250.63,154.05,,,,,,
2024-05-25T21:29:06Z,1716640146,60E85BB834C4,17.47,23.66,303.26,484,21.08,68.27,250.63,151.41,,,,,,
2024-05-25T21:30:06Z,1716640206,60E85BB834C4,17.56,23.96,303.26,487,21.07,68.06,250.63,150.67,,,,,,
2024-05-25T21:31:06Z,1716640266,60E85BB834C4,16.64,22.74,303.26,489,21.04,68.08,250.63,142.38,,,,,,
2024-05-25T21:32:06Z,1716640326,60E85BB834C4,17.5,23.74,303.26,487,21.04,68.21,250.63,151.33,,,,,,
2024-05-25T21:33:06Z,1716640386,60E85BB834C4,17.06,23.13,303.26,487,21.05,68.56,250.63,147.73,,,,,,
2024-05-25T21:34:06Z,1716640446,60E85BB834C4,16.47,22.3,303.26,488,21.06,68.31,250.63,142.85,,,,,,
2024-05-25T21:35:06Z,1716640506,60E85BB834C4,16.77,22.65,303.26,488,21.07,68.24,250.63,145.99,,,,,,
2024-05-25T21:36:06Z,1716640566,60E85BB834C4,16.59,22.49,297.42,486,21.05,68.39,245.8,143.7,,,,,,
2024-05-25T21:37:08Z,1716640628,60E85BB834C4,15.62,20.82,297.42,488,20.98,68.54,245.8,138.39,,,,,,
2024-05-25T21:38:08Z,1716640688,60E85BB834C4,16.36,21.97,297.42,487,20.98,68.7,245.8,143.52,,,,,,
2024-05-25T21:39:08Z,1716640748,60E85BB834C4,17.04,22.9,297.42,485,20.97,68.31,245.8,149.43,,,,,,
2024-05-25T21:40:08Z,1716640808,60E85BB834C4,16.44,22.31,297.42,487,20.97,68.32,245.8,142.14,,,,,,
2024-05-25T21:41:08Z,1716640868,60E85BB834C4,16.91,22.86,297.42,487,20.96,68.74,245.8,147.08,,,,,,
2024-05-25T21:42:08Z,1716640928,60E85BB834C4,15.77,21.31,297.42,484,20.95,68.66,245.8,137.1,,,,,,
2024-05-25T21:43:10Z,1716640990,60E85BB834C4,16.21,21.61,297.42,488,20.92,68.47,245.8,143.63,,,,,,
2024-05-25T21:44:10Z,1716641050,60E85BB834C4,16.24,21.65,303.26,488,20.94,68.67,250.63,143.88,,,,,,
2024-05-25T21:45:10Z,1716641110,60E85BB834C4,16.99,22.84,303.26,485,20.94,69.23,250.63,148.97,,,,,,
2024-05-25T21:46:10Z,1716641170,60E85BB834C4,17.07,22.94,297.42,486,20.96,68.99,245.8,149.58,,,,,,
2024-05-25T21:47:10Z,1716641230,60E85BB834C4,15.51,20.7,297.42,484,20.94,69.33,245.8,137.32,,,,,,
2024-05-25T21:48:10Z,1716641290,60E85BB834C4,15.9,21.3,297.42,485,20.91,69.22,245.8,140.06,,,,,,
2024-05-25T21:49:10Z,1716641350,60E85BB834C4,17.24,23.16,297.42,485,20.88,69.64,245.8,151.15,,,,,,
2024-05-25T21:50:10Z,1716641410,60E85BB834C4,18.13,24.47,297.42,486,20.84,69.39,245.8,158,,,,,,
2024-05-25T21:51:10Z,1716641470,60E85BB834C4,16.95,22.68,297.42,487,20.85,69.16,245.8,149.46,,,,,,
2024-05-25T21:52:10Z,1716641530,60E85BB834C4,16.9,22.74,297.42,486,20.84,69.18,245.8,147.8,,,,,,
2024-05-25T21:53:10Z,1716641590,60E85BB834C4,16.39,21.86,297.42,485,20.83,69.01,245.8,145.2,,,,,,
2024-05-25T21:54:10Z,1716641650,60E85BB834C4,16.6,22.24,297.42,483,20.87,69.22,245.8,146.03,,,,,,
2024-05-25T21:55:10Z,1716641710,60E85BB834C4,16.68,22.35,297.42,484,20.88,69.35,245.8,146.77,,,,,,
2024-05-25T21:56:10Z,1716641770,60E85BB834C4,17.42,23.34,297.42,485,20.84,69.23,245.8,153.46,,,,,,
2024-05-25T21:57:10Z,1716641830,60E85BB834C4,16.92,22.68,297.42,488,20.86,69.25,245.8,148.86,,,,,,
2024-05-25T21:58:10Z,1716641890,60E85BB834C4,16.06,21.61,297.42,491,20.9,69.26,245.8,140.59,,,,,,
2024-05-25T21:59:10Z,1716641950,60E85BB834C4,17.58,23.71,297.42,485,20.84,69.24,245.8,153.31,,,,,,
2024-05-25T22:00:10Z,1716642010,60E85BB834C4,17.08,23.3,297.42,486,20.9,69.26,245.8,146.51,,,,,,
2024-05-25T22:01:10Z,1716642070,60E85BB834C4,16.82,22.75,297.42,487,20.94,69,245.8,146.17,,,,,,
2024-05-25T22:02:10Z,1716642130,60E85BB834C4,16.75,22.37,297.42,485,20.99,68.69,245.8,148.01,,,,,,
2024-05-25T22:03:10Z,1716642190,60E85BB834C4,19.68,26.73,297.42,484,20.95,68.93,245.8,170.01,,,,,,
2024-05-25T22:04:10Z,1716642250,60E85BB834C4,19.09,26.13,297.42,489,20.95,68.73,245.8,162.97,,,,,,
2024-05-25T22:05:10Z,1716642310,60E85BB834C4,18.09,24.58,291.58,494,20.95,69.01,240.98,156.06,,,,,,
2024-05-25T22:06:10Z,1716642370,60E85BB834C4,17.82,24.15,291.58,492,20.96,69.22,240.98,154.43,,,,,,
2024-05-25T22:07:10Z,1716642430,60E85BB834C4,18.35,25,291.58,489,21.03,69.01,240.98,157.72,,,,,,
2024-05-25T22:08:10Z,1716642490,60E85BB834C4,18.15,24.69,291.58,490,20.99,68.97,240.98,156.41,,,,,,
2024-05-25T22:09:10Z,1716642550,60E85BB834C4,18.62,25.09,291.58,488,21.04,68.99,240.98,162.57,,,,,,
2024-05-25T22:10:10Z,1716642610,60E85BB834C4,18.73,25.1,291.58,488,20.99,69.23,240.98,164.78,,,,,,
2024-05-25T22:11:10Z,1716642670,60E85BB834C4,19.62,26.38,291.58,487,21.06,69.01,240.98,171.94,,,,,,
2024-05-25T22:12:10Z,1716642730,60E85BB834C4,18.27,24.76,291.58,487,21.01,69.2,240.98,158.25,,,,,,
2024-05-25T22:13:10Z,1716642790,60E85BB834C4,18.34,24.76,297.42,488,21,69.17,245.8,159.67,,,,,,
2024-05-25T22:14:10Z,1716642850,60E85BB834C4,19.88,26.73,297.42,487,21,68.81,245.8,174.1,,,,,,
2024-05-25T22:15:10Z,1716642910,60E85BB834C4,18.53,25.08,291.58,490,20.96,68.97,240.98,160.84,,,,,,
2024-05-25T22:16:10Z,1716642970,60E85BB834C4,19.23,26.42,291.58,494,21.01,69.23,240.98,163.23,,,,,,
2024-05-25T22:17:10Z,1716643030,60E85BB834C4,19.34,26.46,291.58,495,21.03,69.03,240.98,165.22,,,,,,
