CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
2024-11-11T00:00:09Z,1731250809,60E85BB84CE4,13.36,17.81,122.22,730,13.23,66.46,101.01,118.38,480
2024-11-11T00:01:09Z,1731250869,60E85BB84CE4,14.3,19.07,122.22,589,13.18,66.62,101.01,126.71,687
2024-11-11T00:02:09Z,1731250929,60E85BB84CE4,13.39,17.87,127.7,495,13.18,66.87,105.54,118.46,884
2024-11-11T00:03:09Z,1731250989,60E85BB84CE4,13.26,17.68,133.19,477,13.24,66.53,110.07,117.54,635
2024-11-11T00:04:09Z,1731251049,60E85BB84CE4,13.65,18.2,133.19,466,13.2,66.67,110.07,120.98,521
2024-11-11T00:05:09Z,1731251109,60E85BB84CE4,12.83,17.2,133.19,735,13.21,66.87,110.07,112.9,489
2024-11-11T00:06:09Z,1731251169,60E85BB84CE4,13.59,18.12,138.68,581,13.29,66.94,114.62,120.44,481
2024-11-11T00:07:09Z,1731251229,60E85BB84CE4,14.49,19.32,144.19,494,13.27,66.8,119.17,128.38,1026
2024-11-11T00:08:09Z,1731251289,60E85BB84CE4,13.93,18.7,149.72,468,13.29,66.79,123.73,122.3,740
2024-11-11T00:09:09Z,1731251349,60E85BB84CE4,14.13,18.84,149.72,464,13.25,66.99,123.73,125.18,581
2024-11-11T00:10:09Z,1731251409,60E85BB84CE4,14.21,18.94,155.25,695,13.22,67.58,128.31,125.89,517
2024-11-11T00:11:09Z,1731251469,60E85BB84CE4,13.92,18.56,171.92,652,13.2,67.63,142.08,123.36,494
2024-11-11T00:12:09Z,1731251529,60E85BB84CE4,13.17,17.62,188.69,507,13.24,67.29,155.94,116.13,480
2024-11-11T00:13:09Z,1731251589,60E85BB84CE4,13.85,18.48,251.1,475,13.26,67.51,207.52,122.59,917
2024-11-11T00:14:09Z,1731251649,60E85BB84CE4,12.99,17.33,314.99,467,13.28,67.28,260.33,115.16,726
2024-11-11T00:15:09Z,1731251709,60E85BB84CE4,13.84,18.45,368.43,457,13.27,67.33,304.49,122.63,552
2024-11-11T00:16:09Z,1731251769,60E85BB84CE4,13.82,18.45,386.48,696,13.23,67.52,319.41,122.23,517
2024-11-11T00:17:09Z,1731251829,60E85BB84CE4,12.8,17.07,386.48,625,13.25,67.38,319.41,113.45,494
2024-11-11T00:18:09Z,1731251889,60E85BB84CE4,13.44,17.92,386.48,526,13.23,67.47,319.41,119.1,550
2024-11-11T00:19:09Z,1731251949,60E85BB84CE4,14,18.66,404.66,474,13.22,67.43,334.43,124.04,729
2024-11-11T00:20:09Z,1731252009,60E85BB84CE4,13.45,17.96,398.58,468,13.17,67.44,329.41,119.01,581
2024-11-11T00:21:09Z,1731252069,60E85BB84CE4,13.7,18.27,380.45,478,13.12,67.52,314.42,121.44,504
2024-11-11T00:22:09Z,1731252129,60E85BB84CE4,13.95,18.6,356.46,726,13.14,67.55,294.6,123.63,481
2024-11-11T00:23:09Z,1731252189,60E85BB84CE4,13.23,17.64,344.55,586,13.12,67.53,284.75,117.23,767
2024-11-11T00:24:09Z,1731252249,60E85BB84CE4,13.81,18.42,338.61,513,13.12,67.64,279.84,122.31,727
2024-11-11T00:25:09Z,1731252309,60E85BB84CE4,13.44,17.92,332.69,479,13.13,67.64,274.95,119.12,564
2024-11-11T00:26:09Z,1731252369,60E85BB84CE4,15.67,20.89,332.69,462,13.07,68.08,274.95,138.87,507
2024-11-11T00:27:09Z,1731252429,60E85BB84CE4,13.24,17.66,326.78,708,13,68.64,270.06,117.35,488
2024-11-11T00:28:09Z,1731252489,60E85BB84CE4,14.75,19.67,320.88,586,12.99,68.72,265.19,130.75,642
2024-11-11T00:29:09Z,1731252549,60E85BB84CE4,14.45,19.27,320.88,488,13.02,68.34,265.19,128.08,656
2024-11-11T00:30:09Z,1731252609,60E85BB84CE4,13.2,17.6,320.88,467,12.89,68.07,265.19,117.01,533
2024-11-11T00:31:09Z,1731252669,60E85BB84CE4,13.03,17.38,314.99,511,12.89,67.86,260.33,115.51,502
2024-11-11T00:32:09Z,1731252729,60E85BB84CE4,13.02,17.44,314.99,761,12.87,67.35,260.33,114.66,530
2024-11-11T00:33:09Z,1731252789,60E85BB84CE4,12.94,17.25,309.12,577,12.86,67.27,255.47,114.69,635
2024-11-11T00:34:09Z,1731252849,60E85BB84CE4,13.39,17.85,297.42,486,12.9,66.96,245.8,118.67,523
2024-11-11T00:35:09Z,1731252909,60E85BB84CE4,13.91,18.55,279.95,446,12.84,67.11,231.37,123.31,485
2024-11-11T00:36:09Z,1731252969,60E85BB84CE4,13.44,18.09,256.84,606,12.87,67.03,212.27,117.64,500
2024-11-11T00:37:09Z,1731253029,60E85BB84CE4,13.66,18.3,233.93,696,12.86,66.77,193.33,120.22,549
2024-11-11T00:38:09Z,1731253089,60E85BB84CE4,13.68,18.27,211.21,553,12.89,66.58,174.56,120.91,497
2024-11-11T00:39:09Z,1731253149,60E85BB84CE4,12.88,17.17,194.3,459,12.89,66.3,160.58,114.13,483
2024-11-11T00:40:09Z,1731253209,60E85BB84CE4,13.23,17.64,177.5,443,12.85,66.4,146.69,117.17,489
2024-11-11T00:41:09Z,1731253269,60E85BB84CE4,13.69,18.26,160.79,707,12.84,66.48,132.89,121.31,485
2024-11-11T00:42:09Z,1731253329,60E85BB84CE4,13.15,17.53,149.72,600,12.84,66.45,123.73,116.55,477
2024-11-11T00:43:09Z,1731253389,60E85BB84CE4,13.38,17.84,144.19,493,12.82,66.68,119.17,118.6,477
2024-11-11T00:44:09Z,1731253449,60E85BB84CE4,14.41,19.22,133.19,451,12.78,67.06,110.07,127.72,478
2024-11-11T00:45:09Z,1731253509,60E85BB84CE4,13.36,17.91,127.7,522,12.8,67.13,105.54,117.54,475
2024-11-11T00:46:09Z,1731253569,60E85BB84CE4,13.41,17.97,127.7,642,12.79,67.06,105.54,117.89,471
2024-11-11T00:47:09Z,1731253629,60E85BB84CE4,14.33,19.15,122.22,508,12.75,67.41,101.01,126.56,472
2024-11-11T00:48:09Z,1731253689,60E85BB84CE4,14.19,19.15,122.22,458,12.78,67.54,101.01,123.75,469
2024-11-11T00:49:09Z,1731253749,60E85BB84CE4,14.12,18.82,122.22,465,12.83,67.77,101.01,125.1,466
2024-11-11T00:50:09Z,1731253809,60E85BB84CE4,14.85,19.8,122.22,735,12.83,67.83,101.01,131.59,466
2024-11-11T00:51:09Z,1731253869,60E85BB84CE4,15,20,122.22,588,12.83,67.92,101.01,132.92,457
2024-11-11T00:52:09Z,1731253929,60E85BB84CE4,15.69,20.92,122.22,483,12.87,68.04,101.01,139.03,454
2024-11-11T00:53:09Z,1731253989,60E85BB84CE4,14.74,19.66,127.7,451,12.79,68.49,105.54,130.65,453
2024-11-11T00:54:09Z,1731254049,60E85BB84CE4,15.5,20.66,127.7,770,12.79,68.55,105.54,137.35,451
2024-11-11T00:55:09Z,1731254109,60E85BB84CE4,16.14,21.52,127.7,761,12.84,68.56,105.54,143.06,451
2024-11-11T00:56:09Z,1731254169,60E85BB84CE4,16.62,22.15,133.19,524,12.84,68.77,110.07,147.26,452
2024-11-11T00:57:09Z,1731254229,60E85BB84CE4,16.07,21.55,133.19,464,12.83,68.92,110.07,141.32,453
2024-11-11T00:58:09Z,1731254289,60E85BB84CE4,17.43,23.26,133.19,442,12.83,69.07,110.07,154.33,446
2024-11-11T00:59:09Z,1731254349,60E85BB84CE4,17.1,22.84,138.68,729,12.84,69.24,114.62,151.27,443
2024-11-11T01:00:09Z,1731254409,60E85BB84CE4,17.26,23.19,138.68,612,12.82,69.28,114.62,151.37,446
2024-11-11T01:01:09Z,1731254469,60E85BB84CE4,17.16,22.92,138.68,491,12.82,69.5,114.62,151.72,447
2024-11-11T01:02:09Z,1731254529,60E85BB84CE4,16.65,22.19,144.19,454,12.8,69.48,119.17,147.52,446
2024-11-11T01:03:09Z,1731254589,60E85BB84CE4,17.8,23.8,144.19,628,12.79,69.77,119.17,157.01,444
2024-11-11T01:04:09Z,1731254649,60E85BB84CE4,18,24.06,144.19,673,12.75,70.04,119.17,158.96,444
2024-11-11T01:05:09Z,1731254709,60E85BB84CE4,17.89,23.85,149.72,522,12.78,70.09,123.73,158.52,446
2024-11-11T01:06:09Z,1731254769,60E85BB84CE4,18.23,24.35,149.72,460,12.78,70.03,123.73,161.07,447
2024-11-11T01:07:09Z,1731254829,60E85BB84CE4,18.21,24.29,149.72,525,12.76,70.15,123.73,161.27,444
2024-11-11T01:08:09Z,1731254889,60E85BB84CE4,18.79,25.08,149.72,754,12.78,70.22,123.73,166.34,445
2024-11-11T01:09:09Z,1731254949,60E85BB84CE4,18.89,25.18,149.72,576,12.79,70.38,123.73,167.39,446
2024-11-11T01:10:09Z,1731255009,60E85BB84CE4,18.84,25.15,155.25,479,12.81,70.18,128.31,166.59,451
2024-11-11T01:11:09Z,1731255069,60E85BB84CE4,20.28,27.06,155.25,434,12.79,70.22,128.31,179.49,451
2024-11-11T01:12:09Z,1731255129,60E85BB84CE4,20.41,27.23,155.25,744,12.75,70.25,128.31,180.71,452
2024-11-11T01:13:09Z,1731255189,60E85BB84CE4,19.71,26.4,155.25,645,12.79,70.08,128.31,173.59,452
2024-11-11T01:14:09Z,1731255249,60E85BB84CE4,19.96,26.74,155.25,519,12.79,69.99,128.31,175.79,453
2024-11-11T01:15:09Z,1731255309,60E85BB84CE4,19.6,26.29,155.25,465,12.77,70.05,128.31,172.33,447
2024-11-11T01:16:09Z,1731255369,60E85BB84CE4,19.04,25.64,160.79,556,12.77,69.86,132.89,166.38,445
2024-11-11T01:17:09Z,1731255429,60E85BB84CE4,19.11,25.69,160.79,738,12.82,69.55,132.89,167.44,446
2024-11-11T01:18:09Z,1731255489,60E85BB84CE4,19.81,26.72,160.79,542,12.82,69.54,132.89,172.73,445
2024-11-11T01:19:09Z,1731255549,60E85BB84CE4,19.14,25.6,160.79,472,12.81,69.22,132.89,168.79,447
2024-11-11T01:20:09Z,1731255609,60E85BB84CE4,19.76,26.45,160.79,441,12.83,69.18,132.89,174.18,446
2024-11-11T01:21:09Z,1731255669,60E85BB84CE4,20.3,27.26,160.79,716,12.8,69.21,132.89,178.04,439
2024-11-11T01:22:09Z,1731255729,60E85BB84CE4,21.1,28.38,160.79,604,12.77,69.28,132.89,184.82,447
2024-11-11T01:23:09Z,1731255789,60E85BB84CE4,18.32,24.48,160.79,501,12.78,69.11,132.89,161.88,449
2024-11-11T01:24:09Z,1731255849,60E85BB84CE4,19.35,26.07,160.79,443,12.72,69.33,132.89,169,447
2024-11-11T01:25:09Z,1731255909,60E85BB84CE4,19.29,26.04,160.79,602,12.75,68.92,132.89,168.14,441
2024-11-11T01:26:09Z,1731255969,60E85BB84CE4,20.34,27.25,166.35,646,12.74,68.99,137.48,179.07,446
2024-11-11T01:27:09Z,1731256029,60E85BB84CE4,19.51,26.02,166.35,531,12.74,68.9,137.48,172.88,451
2024-11-11T01:28:09Z,1731256089,60E85BB84CE4,19.99,26.69,166.35,456,12.72,68.76,137.48,176.86,451
2024-11-11T01:29:09Z,1731256149,60E85BB84CE4,19.05,25.44,166.35,462,12.7,68.55,137.48,168.47,452
2024-11-11T01:30:09Z,1731256209,60E85BB84CE4,18.59,24.79,166.35,731,12.71,68.48,137.48,164.75,446
2024-11-11T01:31:09Z,1731256269,60E85BB84CE4,18.84,25.16,166.35,579,12.7,68.41,137.48,166.55,448
2024-11-11T01:32:09Z,1731256329,60E85BB84CE4,19.18,25.69,166.35,481,12.73,68.34,137.48,168.92,451
2024-11-11T01:33:09Z,1731256389,60E85BB84CE4,19.98,26.93,166.35,452,12.74,68.07,137.48,174.54,448
2024-11-11T01:34:09Z,1731256449,60E85BB84CE4,19.43,25.95,166.35,643,12.75,67.78,137.48,171.78,446
2024-11-11T01:35:09Z,1731256509,60E85BB84CE4,18.94,25.34,166.35,649,12.73,67.78,137.48,167.12,444
2024-11-11T01:36:09Z,1731256569,60E85BB84CE4,19.64,26.37,171.92,536,12.73,67.75,142.08,172.36,443
2024-11-11T01:37:09Z,1731256629,60E85BB84CE4,19.19,25.58,171.92,459,12.73,67.66,142.08,170.06,445
2024-11-11T01:38:09Z,1731256689,60E85BB84CE4,18.68,24.92,171.92,524,12.7,67.87,142.08,165.49,443
2024-11-11T01:39:09Z,1731256749,60E85BB84CE4,19.12,25.49,171.92,674,12.65,67.84,142.08,169.46,444
2024-11-11T01:40:09Z,1731256809,60E85BB84CE4,19.38,25.95,171.92,537,12.65,67.92,142.08,170.72,444
2024-11-11T01:41:09Z,1731256869,60E85BB84CE4,18.66,25.01,171.92,459,12.66,67.7,142.08,164.21,444
2024-11-11T01:42:09Z,1731256929,60E85BB84CE4,18.4,24.56,171.92,448,12.64,67.65,142.08,162.86,446
2024-11-11T01:43:09Z,1731256989,60E85BB84CE4,18.75,25.21,171.92,720,12.66,67.38,142.08,164.24,446
2024-11-11T01:44:09Z,1731257049,60E85BB84CE4,18.01,24.04,171.92,588,12.68,67.18,142.08,159.38,446
2024-11-11T01:45:09Z,1731257109,60E85BB84CE4,18.47,24.73,171.92,476,12.64,67.07,142.08,162.83,445
2024-11-11T01:46:09Z,1731257169,60E85BB84CE4,18.3,24.44,171.92,441,12.65,66.97,142.08,161.92,445
2024-11-11T01:47:09Z,1731257229,60E85BB84CE4,18.2,24.32,171.92,720,12.65,66.83,142.08,160.87,443
2024-11-11T01:48:09Z,1731257289,60E85BB84CE4,17.95,23.94,171.92,637,12.64,66.57,142.08,159.1,444
2024-11-11T01:49:09Z,1731257349,60E85BB84CE4,17.93,23.92,171.92,511,12.63,66.44,142.08,158.82,443
2024-11-11T01:50:09Z,1731257409,60E85BB84CE4,18.66,24.97,171.92,453,12.65,66.62,142.08,164.63,442
2024-11-11T01:51:09Z,1731257469,60E85BB84CE4,17.48,23.32,171.92,518,12.68,66.45,142.08,154.89,440
2024-11-11T01:52:09Z,1731257529,60E85BB84CE4,18.06,24.18,171.92,678,12.63,66.5,142.08,159.13,443
2024-11-11T01:53:09Z,1731257589,60E85BB84CE4,17.71,23.62,171.92,534,12.59,66.67,142.08,156.96,444
2024-11-11T01:54:09Z,1731257649,60E85BB84CE4,18.39,24.64,171.92,464,12.64,66.45,142.08,161.85,445
2024-11-11T01:55:09Z,1731257709,60E85BB84CE4,17.87,23.82,171.92,440,12.63,66.57,142.08,158.33,441
2024-11-11T01:56:09Z,1731257769,60E85BB84CE4,18.08,24.14,171.92,699,12.58,66.54,142.08,159.98,443
2024-11-11T01:57:09Z,1731257829,60E85BB84CE4,17.91,23.9,171.92,598,12.64,66.32,142.08,158.61,442
2024-11-11T01:58:09Z,1731257889,60E85BB84CE4,18.69,24.92,171.92,482,12.58,66.54,142.08,165.54,441
2024-11-11T01:59:09Z,1731257949,60E85BB84CE4,18.09,24.26,171.92,444,12.55,66.73,142.08,159.03,444
2024-11-11T02:00:09Z,1731258009,60E85BB84CE4,18.58,24.77,171.92,646,12.57,66.66,142.08,164.67,446
2024-11-11T02:01:09Z,1731258069,60E85BB84CE4,18.18,24.28,171.92,663,12.52,66.89,142.08,160.87,444
2024-11-11T02:02:09Z,1731258129,60E85BB84CE4,17.79,23.73,171.92,502,12.52,67.25,142.08,157.65,445
2024-11-11T02:03:09Z,1731258189,60E85BB84CE4,17.99,24.05,171.92,464,12.52,67.32,142.08,158.77,448
2024-11-11T02:04:09Z,1731258249,60E85BB84CE4,18.13,24.31,177.5,486,12.59,67.34,146.69,159.52,446
2024-11-11T02:05:09Z,1731258309,60E85BB84CE4,17.83,23.96,188.69,715,12.54,67.86,155.94,156.3,449
2024-11-11T02:06:09Z,1731258369,60E85BB84CE4,18.81,25.23,216.88,599,12.53,67.98,179.24,165.26,451
2024-11-11T02:07:09Z,1731258429,60E85BB84CE4,19.89,26.8,279.95,487,12.49,68.25,231.37,173.76,453
2024-11-11T02:08:09Z,1731258489,60E85BB84CE4,19.24,25.66,326.78,463,12.44,68.36,270.06,170.54,461
2024-11-11T02:09:09Z,1731258549,60E85BB84CE4,19.7,26.39,368.43,552,12.44,68.5,304.49,173.43,457
2024-11-11T02:10:09Z,1731258609,60E85BB84CE4,19.57,26.17,398.58,700,12.42,68.74,329.41,172.82,457
2024-11-11T02:11:09Z,1731258669,60E85BB84CE4,18.4,24.84,416.84,530,12.41,68.82,344.5,160.22,454
2024-11-11T02:12:09Z,1731258729,60E85BB84CE4,20.05,26.9,429.08,479,12.42,68.62,354.61,176.13,456
2024-11-11T02:13:09Z,1731258789,60E85BB84CE4,20.45,27.38,435.22,452,12.4,68.88,359.69,180.25,455
2024-11-11T02:14:09Z,1731258849,60E85BB84CE4,18.98,25.32,441.38,613,12.42,68.93,364.77,168.19,456
2024-11-11T02:15:09Z,1731258909,60E85BB84CE4,19.14,25.54,453.73,644,12.41,69.06,374.98,169.56,456
2024-11-11T02:16:09Z,1731258969,60E85BB84CE4,20.05,26.86,472.37,525,12.4,69.24,390.39,176.61,459
2024-11-11T02:17:09Z,1731259029,60E85BB84CE4,18.95,25.26,497.42,468,12.38,69.3,411.09,167.93,457
2024-11-11T02:18:09Z,1731259089,60E85BB84CE4,18.92,25.22,522.71,445,12.41,69.04,431.99,167.65,460
2024-11-11T02:19:09Z,1731259149,60E85BB84CE4,18.96,25.28,541.83,711,12.38,69.16,447.8,168.06,458
2024-11-11T02:20:09Z,1731259209,60E85BB84CE4,18.5,24.67,554.66,653,12.36,69.05,458.4,163.94,460
2024-11-11T02:21:09Z,1731259269,60E85BB84CE4,19.32,25.76,561.1,519,12.35,69.08,463.72,171.19,457
2024-11-11T02:22:09Z,1731259329,60E85BB84CE4,19.84,26.49,561.1,466,12.37,69.12,463.72,175.41,457
2024-11-11T02:23:09Z,1731259389,60E85BB84CE4,19.81,26.41,567.55,451,12.32,69.2,469.05,175.57,454
2024-11-11T02:24:09Z,1731259449,60E85BB84CE4,19.63,26.17,574.01,744,12.29,69.37,474.39,173.93,458
2024-11-11T02:25:09Z,1731259509,60E85BB84CE4,20.11,26.82,574.01,638,12.27,69.51,474.39,178.18,454
2024-11-11T02:26:09Z,1731259569,60E85BB84CE4,20.38,27.18,574.01,508,12.3,69.42,474.39,180.65,452
2024-11-11T02:27:09Z,1731259629,60E85BB84CE4,20.75,27.73,574.01,465,12.29,69.57,474.39,183.26,459
2024-11-11T02:28:09Z,1731259689,60E85BB84CE4,19.71,26.56,574.01,452,12.27,69.59,474.39,172.01,458
2024-11-11T02:29:09Z,1731259749,60E85BB84CE4,20.74,27.86,587,704,12.29,69.78,485.12,181.99,458
2024-11-11T02:30:09Z,1731259809,60E85BB84CE4,19.73,26.36,600.04,600,12.27,69.82,495.9,174.3,459
2024-11-11T02:31:09Z,1731259869,60E85BB84CE4,20.72,27.92,613.15,506,12.28,69.81,506.73,180.97,456
2024-11-11T02:32:09Z,1731259929,60E85BB84CE4,19.31,25.95,626.32,458,12.29,69.56,517.62,169.25,454
2024-11-11T02:33:09Z,1731259989,60E85BB84CE4,19.79,26.42,646.2,460,12.33,69.61,534.05,175.03,458
2024-11-11T02:34:09Z,1731260049,60E85BB84CE4,18.78,25.05,659.54,707,12.37,69.41,545.07,166.36,459
2024-11-11T02:35:09Z,1731260109,60E85BB84CE4,19.74,26.32,686.41,593,12.37,69.78,567.28,174.9,459
2024-11-11T02:36:09Z,1731260169,60E85BB84CE4,19.87,26.65,713.56,493,12.33,70.12,589.72,174.67,460
2024-11-11T02:37:09Z,1731260229,60E85BB84CE4,21.62,28.85,740.98,471,12.3,70.49,612.38,191.4,459
2024-11-11T02:38:09Z,1731260289,60E85BB84CE4,20.19,26.96,754.8,481,12.32,70.43,623.8,178.67,463
2024-11-11T02:39:09Z,1731260349,60E85BB84CE4,20.86,28.06,775.66,681,12.26,70.87,641.04,182.68,462
2024-11-11T02:40:09Z,1731260409,60E85BB84CE4,21.96,29.46,789.66,569,12.23,71.19,652.61,193.06,464
2024-11-11T02:41:09Z,1731260469,60E85BB84CE4,21.14,28.33,817.88,481,12.23,71.14,675.93,186.01,466
2024-11-11T02:42:09Z,1731260529,60E85BB84CE4,21.75,29.03,832.1,468,12.22,71.25,687.68,192.52,465
2024-11-11T02:43:09Z,1731260589,60E85BB84CE4,22.25,29.7,846.39,603,12.2,71.48,699.5,196.88,464
2024-11-11T02:44:09Z,1731260649,60E85BB84CE4,22.44,30.12,860.77,687,12.11,71.72,711.38,197.14,462
2024-11-11T02:45:09Z,1731260709,60E85BB84CE4,21.61,29.32,846.39,527,12.1,71.67,699.5,186.8,468
2024-11-11T02:46:09Z,1731260769,60E85BB84CE4,21.21,28.69,824.98,465,12.1,71.53,681.8,184.21,464
2024-11-11T02:47:09Z,1731260829,60E85BB84CE4,20.65,27.67,796.69,450,12.15,71.25,658.42,181.71,459
2024-11-11T02:48:09Z,1731260889,60E85BB84CE4,21.29,28.6,754.8,695,12.15,71.36,623.8,186.7,455
2024-11-11T02:49:09Z,1731260949,60E85BB84CE4,20.92,27.93,720.39,646,12.13,71.13,595.36,185.07,459
2024-11-11T02:50:09Z,1731261009,60E85BB84CE4,20.04,26.74,686.41,522,12.14,71.2,567.28,177.5,461
2024-11-11T02:51:09Z,1731261069,60E85BB84CE4,19.53,26.09,672.94,472,12.15,71.14,556.15,172.49,460
2024-11-11T02:52:09Z,1731261129,60E85BB84CE4,20.06,26.92,652.86,453,12.15,70.9,539.56,176.1,459
2024-11-11T02:53:09Z,1731261189,60E85BB84CE4,20.96,28.26,632.93,732,12.14,70.87,523.08,182.82,457
2024-11-11T02:54:09Z,1731261249,60E85BB84CE4,20.96,28.17,619.73,639,12.15,70.79,512.17,183.76,462
2024-11-11T02:55:09Z,1731261309,60E85BB84CE4,19.67,26.27,613.15,495,12.16,70.74,506.73,173.91,461
2024-11-11T02:56:09Z,1731261369,60E85BB84CE4,20.43,27.52,606.59,466,12.14,71.02,501.31,178.51,461
2024-11-11T02:57:09Z,1731261429,60E85BB84CE4,19.72,26.47,613.15,455,12.19,70.68,506.73,173.22,460
2024-11-11T02:58:09Z,1731261489,60E85BB84CE4,19.23,25.7,639.56,675,12.27,70.68,528.56,169.88,464
2024-11-11T02:59:09Z,1731261549,60E85BB84CE4,20.23,27.16,693.17,589,12.26,70.92,572.87,177.48,463
2024-11-11T03:00:09Z,1731261609,60E85BB84CE4,20.92,27.91,747.88,494,12.25,71.19,618.08,185.16,464
2024-11-11T03:01:09Z,1731261669,60E85BB84CE4,19.95,26.82,817.88,467,12.24,71.29,675.93,174.83,471
2024-11-11T03:02:09Z,1731261729,60E85BB84CE4,21.29,28.95,867.98,455,12.2,71.34,717.34,183.51,465
2024-11-11T03:03:09Z,1731261789,60E85BB84CE4,21.3,28.9,904.36,771,12.2,71.54,747.4,184.07,464
2024-11-11T03:04:09Z,1731261849,60E85BB84CE4,19.73,26.35,919.04,612,12.17,71.28,759.54,174.51,464
2024-11-11T03:05:09Z,1731261909,60E85BB84CE4,19.66,26.36,904.36,523,12.13,71.2,747.4,172.81,463
2024-11-11T03:06:09Z,1731261969,60E85BB84CE4,19.8,26.4,875.22,464,12.11,71.49,723.32,175.44,468
2024-11-11T03:07:09Z,1731262029,60E85BB84CE4,20.36,27.14,846.39,453,12.09,71.78,699.5,180.41,465
2024-11-11T03:08:09Z,1731262089,60E85BB84CE4,19.99,26.81,832.1,666,12.11,71.66,687.68,175.78,468
2024-11-11T03:09:09Z,1731262149,60E85BB84CE4,19.63,26.27,803.73,569,12.07,71.77,664.24,173.12,470
2024-11-11T03:10:09Z,1731262209,60E85BB84CE4,18.98,25.31,796.69,481,12.06,71.84,658.42,168.22,471
2024-11-11T03:11:09Z,1731262269,60E85BB84CE4,19.61,26.23,846.39,459,12.07,72.07,699.5,173.11,466
2024-11-11T03:12:09Z,1731262329,60E85BB84CE4,20.22,26.99,889.75,538,12.01,72.35,735.33,178.95,462
2024-11-11T03:13:09Z,1731262389,60E85BB84CE4,20.29,27.13,919.04,628,11.99,72.49,759.54,179.05,464
2024-11-11T03:14:09Z,1731262449,60E85BB84CE4,19.85,26.63,933.81,538,11.99,72.48,771.75,174.46,467
2024-11-11T03:15:09Z,1731262509,60E85BB84CE4,20.69,27.73,926.42,479,11.94,72.63,765.64,182.02,467
2024-11-11T03:16:09Z,1731262569,60E85BB84CE4,18.82,25.21,904.36,457,11.93,72.5,747.4,165.79,469
2024-11-11T03:17:09Z,1731262629,60E85BB84CE4,19.08,25.69,867.98,688,11.94,72.33,717.34,166.93,463
2024-11-11T03:18:09Z,1731262689,60E85BB84CE4,18.08,24.12,810.79,706,11.93,72.2,670.08,160.01,459
2024-11-11T03:19:09Z,1731262749,60E85BB84CE4,19.17,25.77,775.66,547,11.92,72.37,641.04,168.01,456
2024-11-11T03:20:09Z,1731262809,60E85BB84CE4,18.05,24.24,747.88,477,11.94,72.24,618.08,158.3,453
2024-11-11T03:21:09Z,1731262869,60E85BB84CE4,18.11,24.27,747.88,454,11.98,72.22,618.08,159.37,454
2024-11-11T03:22:09Z,1731262929,60E85BB84CE4,17.91,24.05,761.74,676,12.01,72.03,629.53,157.19,454
2024-11-11T03:23:09Z,1731262989,60E85BB84CE4,18.57,24.76,789.66,627,12.01,72.04,652.61,164.61,462
2024-11-11T03:24:09Z,1731263049,60E85BB84CE4,18.68,24.91,747.88,526,12.08,71.84,618.08,165.49,467
2024-11-11T03:25:09Z,1731263109,60E85BB84CE4,18.44,24.72,747.88,477,12.08,71.86,618.08,162.28,467
2024-11-11T03:26:09Z,1731263169,60E85BB84CE4,18.71,25.11,740.98,462,12.1,71.69,612.38,164.23,469
2024-11-11T03:27:09Z,1731263229,60E85BB84CE4,19.17,25.68,740.98,728,12.13,71.67,612.38,168.93,467
2024-11-11T03:28:09Z,1731263289,60E85BB84CE4,19.21,25.66,768.69,637,12.07,72,635.28,169.88,466
2024-11-11T03:29:09Z,1731263349,60E85BB84CE4,18.2,24.29,832.1,513,12.08,71.94,687.68,160.98,467
2024-11-11T03:30:09Z,1731263409,60E85BB84CE4,18.9,25.32,919.04,470,12.01,72.3,759.54,166.42,466
2024-11-11T03:31:09Z,1731263469,60E85BB84CE4,17.76,23.74,971.1,455,12,72.32,802.56,156.84,467
2024-11-11T03:32:09Z,1731263529,60E85BB84CE4,17.16,22.89,1008.91,728,11.99,72.2,833.81,152.08,465
2024-11-11T03:33:09Z,1731263589,60E85BB84CE4,18.95,25.28,1024.18,643,11.96,72.49,846.43,167.92,462
2024-11-11T03:34:09Z,1731263649,60E85BB84CE4,17.84,23.81,1039.54,507,12,72.29,859.13,157.83,464
2024-11-11T03:35:09Z,1731263709,60E85BB84CE4,18.39,24.66,1062.75,477,11.96,72.47,878.31,161.76,465
2024-11-11T03:36:09Z,1731263769,60E85BB84CE4,18.17,24.23,1086.16,453,11.98,72.23,897.66,161.05,463
2024-11-11T03:37:09Z,1731263829,60E85BB84CE4,18.7,24.94,1133.61,687,11.99,72.19,936.87,165.77,464
2024-11-11T03:38:09Z,1731263889,60E85BB84CE4,18.25,24.46,1141.6,601,12,71.88,943.47,160.5,466
2024-11-11T03:39:09Z,1731263949,60E85BB84CE4,18.57,24.77,1031.85,516,11.91,71.85,852.77,164.42,466
2024-11-11T03:40:09Z,1731264009,60E85BB84CE4,18.6,24.99,948.67,465,11.89,71.89,784.02,163.19,464
2024-11-11T03:41:09Z,1731264069,60E85BB84CE4,18.4,24.54,867.98,462,11.86,71.9,717.34,163.11,467
2024-11-11T03:42:09Z,1731264129,60E85BB84CE4,18.59,24.78,904.36,709,11.85,72.07,747.4,164.72,463
2024-11-11T03:43:09Z,1731264189,60E85BB84CE4,18.24,24.34,919.04,580,11.76,72.1,759.54,161.36,462
2024-11-11T03:44:09Z,1731264249,60E85BB84CE4,18.87,25.23,904.36,485,11.77,71.94,747.4,166.73,456
