,feature,id.x,formula,compound,pubchem,ionmass,NPC_pathway,NPC_superclass,NPC_class,ClassyFire_superclass,ClassyFire_class,ClassyFire_subclass,ClassyFire_level5,ClassyFire_most_specific,datafile.E2_B_3.mzML.area,datafile.E2_G_1.mzML.area,datafile.E2_B_5.mzML.area,datafile.E2_G_4.mzML.area,datafile.E2_G_2.mzML.area,datafile.E2_B_4.mzML.area,datafile.E2_S_3.mzML.area,datafile.E2_G_5.mzML.area,datafile.E2_B_1.mzML.area,datafile.E2_S_4.mzML.area,datafile.E2_C_1.mzML.area,datafile.E2_C_2.mzML.area,datafile.E2_G_3.mzML.area,datafile.E2_C_3.mzML.area,datafile.E1_B_5.mzML.area,datafile.E1_B_4.mzML.area,datafile.E2_S_5.mzML.area,datafile.E2_S_2.mzML.area,datafile.E1_B_3.mzML.area,datafile.E2_B_2.mzML.area,datafile.E2_S_1.mzML.area,datafile.A2_B_4.mzML.area,datafile.A2_G_2.mzML.area,datafile.E1_B_1.mzML.area,datafile.A1_S_5.mzML.area,datafile.A2_G_4.mzML.area,datafile.E1_B_2.mzML.area,datafile.A1_B_2.mzML.area,datafile.A1_G_5.mzML.area,datafile.A1_G_4.mzML.area,datafile.A1_G_3.mzML.area,datafile.A1_S_3.mzML.area,datafile.A1_B_4.mzML.area,datafile.A2_G_1.mzML.area,datafile.A1_B_3.mzML.area,datafile.A1_B_1.mzML.area,datafile.A1_S_4.mzML.area,datafile.A1_G_1.mzML.area,datafile.A1_B_5.mzML.area,datafile.E1_G_3.mzML.area,datafile.E1_G_5.mzML.area,datafile.A2_G_3.mzML.area,datafile.E1_G_4.mzML.area,datafile.A2_C_1.mzML.area,datafile.A1_G_2.mzML.area,datafile.A2_B_2.mzML.area,datafile.E1_C_1.mzML.area,datafile.A2_S_4.mzML.area,datafile.A2_C_3.mzML.area,datafile.E1_S_3.mzML.area,datafile.A2_S_5.mzML.area,datafile.E1_G_1.mzML.area,datafile.A1_C_3.mzML.area,datafile.A1_C_2.mzML.area,datafile.A1_C_1.mzML.area,datafile.E1_S_4.mzML.area,datafile.E1_G_6.mzML.area,datafile.A2_S_3.mzML.area,datafile.A2_B_1.mzML.area,datafile.E1_C_3.mzML.area,datafile.E1_S_2.mzML.area,datafile.A2_G_5.mzML.area,datafile.A2_B_5.mzML.area,datafile.E1_S_5.mzML.area,datafile.E1_C_2.mzML.area,datafile.A1_S_2.mzML.area,datafile.A1_S_1.mzML.area,datafile.E1_G_2.mzML.area,datafile.A2_C_2.mzML.area,datafile.A2_S_1.mzML.area,datafile.A2_B_3.mzML.area,datafile.E1_S_1.mzML.area,datafile.A2_S_2.mzML.area
1022,430.90065_1.3459,3037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374.517931,898.6923085,2934.209087,1714.783087,850.5129058,1729.536375,2645.907474,1541.987303,530.3293297,1558.908753,1733.056158,1735.709137,2465.578871,1064.204738,1894.112297,1526.566248,1366.494873,1389.9852,805.6244784,3439.584003,1622.329508,8505.369351,985.4222157,4097.289642,9069.327951,2134.179787,613.6820182,2049.577353,3015.865136,3322.967133,2227.899508,2558.720157,1326.623456,2891.300135,2790.491369,2951.219231,2583.629461,3053.292866,2560.301655,3705.845428,2234.465224,1301.593994,1835.881712,4562.638939,2232.350251,1442.019487,3728.002385,1878.005611,692.9741811,2268.236607,2753.840569,2551.537092,3129.928517,2977.329592,3662.70522,1118.500468,2108.099867,1850.84957,2494.517369,4315.345524,3327.942826,2340.934778,1347.394765,1713.076249,4856.085771,1276.303146,1868.060766,2530.941354,3440.284122,1997.411694,1672.852297,1744.270141,2854.489056
1023,431.09842_17.1869,5768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,541.9594838,642.535234,1923.641129,1287.339455,537.0335772,1221.847963,529.9017361,135.6294569,412.1877815,410.8411848,1569.025166,2057.103837,1478.439399,911.3128703,1.0043199,536.9163053,1806.358147,67.45499157,1934.328427,951.9612166,4.524132633,1507.471638,167.3509201,433.7504672,1846.944296,1180.010254,274.2392233,3731.512841,3471.028903,4396.924155,653.5974022,782.7619871,3179.516786,1150.22693,565.105215,768.0027668,2344.078637,2399.276393,360.8810934,684.0517667,2384.963293,81.62835959,550.1232691,3116.932098,1272.704354,986.2747526,833.1462783,3345.428886,100.662735,807.0990502,735.2922579,576.3697947,463.9121005,2039.012868,122.0729005,841.2446261,1233.599786,813.8557145,138.5555917,1459.092182,922.1301282,1105.353669,70.81083568,919.4290818,1118.429583,1384.865171,294.0313186,719.0820922,1134.615358,1193.235809,773.5869562,630.1579828
1024,431.17091_19.8762,7790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.7705312,455.0952342,416.5024007,438.9922779,1181.834362,524.0307222,1106.158446,169.64449,262.0094863,547.1564604,445.6280436,677.2160147,269.6327989,550.1463145,1504.782627,475.8467686,1626.516164,454.663692,463.9741623,711.7208423,246.268009,3108.983946,566.4020511,859.4424435,3465.515558,532.189115,394.359235,219.3913787,1013.705601,756.3562597,882.842561,439.8232485,231.8612914,1515.167112,972.4181814,523.0517427,1089.184932,572.1059197,863.2966821,517.4446131,109.905356,486.186897,593.242726,820.9683506,633.1377156,514.3089202,949.8262111,743.8146449,746.2232222,674.4798657,723.2431648,494.3356639,494.7501153,469.5149036,492.5169572,688.5392666,1235.363873,211.8084534,315.0717673,853.8703934,481.5395378,1116.795163,1335.635683,776.7419278,747.7107368,217.0285976,999.1952933,1867.758985,626.666401,731.1626291,621.9830966,389.8632676,105.104351
1025,431.19236_3.9255,4192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46735.57746,54592.10346,57859.80415,50848.14958,48470.281,59578.1416,56619.23357,53654.60015,47673.45157,53843.88786,42257.65107,45354.00989,61408.72267,48253.00244,56307.38983,37973.33542,51746.08115,54003.96027,38866.21444,78113.26276,49001.99983,73879.0859,68289.24181,45510.46499,79601.06505,72240.7304,60802.64044,86779.50484,89251.96493,88012.52597,64425.9195,56698.12671,77009.13794,70014.31952,67465.23341,71004.95161,66417.98756,75085.88248,94310.48273,53750.56769,65610.79664,66420.06457,54810.20616,58407.4735,72969.29585,78896.30651,51403.83368,85832.24404,66287.6897,54998.44704,76987.90007,47589.91323,50924.23889,71850.34754,69311.76837,46143.15551,60649.0789,80809.33391,68536.47624,33402.82107,63595.68673,74160.56605,96012.90111,73728.59136,53706.95668,86735.35538,64375.83873,53893.80173,69905.86924,73146.80437,108963.1502,64929.98374,84070.71383
1026,431.19238_6.3693,4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36512.78483,43441.78711,46203.4884,41205.54463,43062.03673,47092.26759,45160.57916,41703.55139,37213.81849,37218.94648,27001.72745,41800.74679,51717.25972,42442.07593,44786.98418,31846.98403,36449.08389,40991.33286,26214.91254,60900.3402,38474.97337,56958.82986,61601.83186,32751.36128,56422.825,57075.49991,47909.75831,70935.80558,70175.37741,67851.30062,56940.40144,44077.41243,57472.577,55370.07208,55061.15897,54426.53832,50860.47765,65713.43286,81116.47538,46532.94582,53623.01017,53603.51776,46157.23699,51595.27614,59439.37272,64067.0281,34011.04529,66439.7948,65098.53127,39433.52706,55796.84211,42916.69615,42228.87478,57383.90982,63994.19884,35880.21214,51383.84986,64748.2426,58006.19449,26733.75525,50911.75536,62961.64968,71759.79535,55337.88891,40383.79366,63653.47956,48594.40464,45757.53656,59124.03861,57960.0618,81320.44938,51352.0686,65654.31221
1027,431.31649_23.5371,11599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.76975387,76.27434774,271.2777431,130.5850751,509.8821767,0.783304517,1.225524536,559.2400508,719.4671575,157.6343917,1.047796952,154.8064906,76.07847509,411.4213578,64.73192099,290.4493151,62.74627267,261.4977756,3189.356902,249.3423356,585.8300288,4.524132633,68.65165629,102.7017996,255.0568157,73.97820383,2563.23917,210.1760525,1263.686086,550.5769983,0.934521606,0.864432485,1.082957923,1.014847362,0.850759564,73.22911303,0.796187815,167.5446149,74.57482414,2398.605455,2166.94303,231.51757,1234.409589,249.0504308,0.870651424,171.5878192,438.4076132,0.972052594,69.85516498,245.2762987,1.107739569,7418.978601,1201.651012,80.94929985,253.5013751,467.0441022,1282.210537,617.7896522,1.195264671,1863.888914,92.16142576,1377.931186,0.979923465,772.4316069,453.6635135,0.951045563,5614.821466,670.3463755,340.5078144,0.76353658,854.7355305,152.9384876,97.33775764
1028,432.85711_0.5017,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36453.75042,38224.13474,35199.0061,40912.75298,43274.82011,31269.51634,45479.21554,41686.29356,33609.13503,43731.49292,37752.12418,45473.7828,45059.90219,43256.96379,46316.15854,43768.26124,42995.71924,41559.46791,38568.3177,44247.51274,39843.68809,80212.87159,51609.54704,44331.14643,96239.38674,53178.7387,54121.34762,65528.74073,61585.39957,64579.75613,47483.04279,51537.46477,46892.07809,60911.13868,61382.30253,48015.7201,65510.33345,48649.77716,67650.7379,62102.07577,55835.66053,56793.80772,59287.96644,60740.26777,69878.4833,61157.98958,46756.64464,52481.11955,57932.01013,50193.57182,54323.54848,53189.88645,75641.6165,63423.73161,61619.629,46844.7239,57178.95566,55723.43892,72564.51818,56020.15293,52349.33278,83274.52288,71093.4474,52188.03903,50795.92188,50196.18484,56697.90506,62552.01599,65527.12578,55699.99352,79203.70621,58806.14723,61664.62381
1029,432.93548_1.1331,2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,0.958578598,0.975972161,0.886597421,0.783304517,1.225524536,0.862891607,0.864432485,1.025597864,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,1.0043199,0.922061318,0.778267189,0.930927292,1.000169818,1.006407883,4.524132633,0.862891607,1.123160538,3.20584233,1.0043199,0.958578598,1.110280256,1.10269292,0.886597421,0.934521606,0.864432485,1.082957923,1.014847362,0.850759564,0.934521606,0.796187815,0.96623192,17149.19033,1.090275207,1.038802987,1.107739569,1.210205479,1.095208579,0.870651424,1.136343173,1.139016922,0.972052594,1.052352591,1.198223247,1.107739569,0.985910778,1.006407883,1.120560629,0.916822333,1.002240563,0.86753081,0.899781026,1.195264671,1.149838935,0.977943822,1.032158191,0.979923465,1.105210484,1.090275207,0.951045563,0.886597421,1.023429581,1.1001868,0.76353658,0.893140575,0.787125515,1.063916905
1030,432.97636_0.6115,1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6987.70676,5421.527302,5441.850698,1756.74989,5205.213458,3059.587445,10402.25226,1308.143677,1713.305186,5315.673729,11263.81723,2419.412851,5118.70277,7338.841244,6212.388128,5706.545672,4703.434781,4387.092146,6582.586881,3220.546813,7449.431151,24543.41954,2725.874588,9368.282046,22623.62932,7665.973796,2103.121443,6228.672238,7404.582956,5464.099905,1379.35389,3559.732975,6000.669854,4626.689124,5164.110552,1355.056328,1832.028163,4798.307713,2526.083787,6133.888313,5669.786701,2052.641422,7595.249589,3804.754602,4071.166059,7562.363818,8342.159936,4530.73714,4810.303693,7734.531059,8388.911758,5348.565968,3713.645089,6634.839485,4985.679846,7848.545846,6621.86267,3447.96089,6137.684086,9760.982722,1578.401328,3386.511026,2283.221674,9638.540627,7402.968654,2621.081573,2314.019268,5965.571027,1363.131445,2187.532302,3722.609918,3855.340773,2858.744724
1031,433.05672_19.2795,7054,C16H21N2O6S3-,"1-N,4-N-dicyclopropyl-4-N-(1,1-dioxothiolan-3-yl)benzene-1,4-disulfonamide",55703202,433.057,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Hexoses,1148.219345,0.96623192,1139.749953,0.975972161,55.31481309,82.56029614,121.5475235,173.6137914,1879.276223,449.6221036,1.047796952,0.998107612,87.86140876,81.3432701,66.98346607,69.91070824,1017.955695,5279.764613,273.5995311,385.6654817,2468.718537,4.524132633,414.0153933,1.123160538,3814.952372,615.0455067,130.9418364,631.5274098,81.44489905,149.0370264,137.374676,6264.542221,427.8766756,67.83239769,2455.292101,660.7067753,1940.309706,0.96623192,837.7339219,186.7641429,425.0781821,1.107739569,401.9092397,1.095208579,0.870651424,1737.468712,1.139016922,485.3458602,1.052352591,564.962261,2075.903953,89.53055771,446.6438185,1.120560629,0.916822333,332.4431946,65.56797859,369.2701329,133.7501167,1.149838935,0.977943822,1.032158191,1476.744662,279.8392944,500.4363199,1825.056436,39276.26574,1.023429581,1.1001868,328.1680221,1832.72446,634.4231652,1419.265151
1032,433.20791_5.1931,4369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5391914,254.0223717,927.2330774,226.718333,87.08159868,845.9688788,235.3007109,249.9796987,347.6747456,349.0109531,69.56323964,115.8802937,395.2192337,825.0739561,102.0700435,329.1156312,249.140968,408.5124477,362.1307165,569.2966603,108.1888474,450.9202996,1505.745855,1.123160538,875.5155402,976.7011027,316.9060844,907.6541096,946.7721409,1241.236389,498.9410853,239.7071282,498.052349,397.7186813,690.7316898,216.2482996,536.5509688,163.1965712,1033.580896,408.96223,566.5631489,611.6937902,138.6895479,448.5974338,3924.025968,372.6069265,232.2455504,742.8425923,643.3031388,198.1861251,1293.839817,167.309059,748.4655427,1305.453133,257.0769822,249.5579001,463.5217116,655.1305648,609.5849822,92.78050369,270.205878,415.0308088,1415.009484,185.3437981,607.5013452,1936.328767,268.5503588,850.1629529,1406.03873,522.7934964,5026.595157,497.0697628,1483.100166
1033,433.208_4.2736,4214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694.219791,11556.13376,9806.259053,7243.665378,6135.254152,7705.366538,11249.08972,4435.262862,6284.424168,9932.915312,8677.854356,6629.430758,8086.038234,15211.24001,6268.676755,1774.633263,6581.673686,8988.986037,1113.389041,13562.30273,7113.290918,475.4863398,8086.157253,1502.7888,10066.34492,11901.19081,5744.761535,7184.623539,6083.556838,15284.93954,11868.42439,6148.708268,14663.25028,12766.77982,6471.728002,2899.820543,5766.788347,8367.568425,14039.38997,5762.104467,2969.937739,7678.850694,3911.38411,6314.972665,8561.986104,15056.54704,9008.484835,17876.0472,6777.150685,9634.913129,17003.80239,5979.548866,3392.600974,9282.724252,7594.039384,5348.957883,5730.908529,13595.6913,10860.1748,1962.775063,6225.590369,6479.889126,10436.1849,9029.56965,14707.81254,13267.08561,8474.098148,5723.018217,6505.404545,12147.86699,11182.12,6223.014322,13405.353
1034,433.96056_0.6339,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5933.942477,7502.790857,7541.137827,9808.520217,8998.963822,5709.506628,10712.30997,8239.75196,7334.709638,11168.76074,7492.796003,11388.40785,7370.225013,9992.077305,9301.695604,12865.33792,8340.96668,6588.031758,10631.18967,7133.21114,8083.468117,35089.17271,6354.333797,11995.35454,29432.83843,10103.45819,10745.66608,14800.03582,12184.75676,8347.314717,8867.675517,11998.3229,12594.80065,10341.29462,10762.10848,11774.97223,7654.549658,12319.45698,13807.91616,15318.36665,13130.46975,12871.9338,14643.4863,14938.64501,11179.16429,14999.72989,17609.20161,11450.77956,13322.7838,16727.19653,11099.55048,16346.40069,17702.71466,14735.37227,12734.6622,11656.05774,7980.415918,9492.68982,13757.49636,14993.89972,13143.56496,13552.23705,13865.91703,10940.47858,14413.43823,10195.20844,9513.190326,13079.43004,13323.26214,9773.268225,13566.80534,11153.56855,10333.8249
1035,434.06191_8.8352,4702,C12H20NO14S-,NA,91853643;91853776;91854274;91862639,434.062,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Alkylglucosinolates,0.983906894,74.69938971,0.958578598,3275.362572,1631.339254,0.783304517,311.2832322,0.862891607,0.864432485,91.98587242,388.6278895,482.0859766,68.97925755,1066.144947,1815.308219,89.91676064,0.922061318,4505.388759,154.1615595,1.000169818,1.006407883,338.133673,359.0491979,874.2681626,546.5961172,1044.492696,987.3359555,74.87730049,10031.19749,9371.334738,13447.76591,0.864432485,494.2619963,1268.559203,0.850759564,2273.691067,0.796187815,14937.94548,1.006407883,6985.393249,75.1989482,9175.406852,543.987363,10047.4435,6845.061496,73.35095183,578.1649895,76.91852176,18300.41155,618.6426624,71.64859534,1467.035237,3026.268505,8065.795408,19546.65214,170.5813438,1011.540924,0.899781026,111.0639932,2729.717633,8638.177778,558.0879341,0.979923465,339.0785763,1812.037394,355.7861453,1723.545386,11022.33659,7925.745704,0.76353658,0.893140575,4155.235594,1.063916905
1036,434.85505_0.5035,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,9481.633828,5632.607839,6372.122238,6263.810778,6903.262712,10850.79424,5026.343613,6860.136204,10174.95641,8557.357706,7170.405084,7315.237989,7090.494468,7475.129659,10384.66777,7303.647697,5818.325508,8162.370495,10841.84082,9897.015123,4.524132633,8663.431739,9590.667832,18407.94666,13236.93628,12145.19083,14700.11059,11909.08353,9140.819409,10522.71328,8427.352299,6903.856762,12787.07676,8788.346294,6229.521024,9824.957642,9133.790337,10245.23225,13944.61989,13930.34805,9330.490392,15284.89521,9212.894564,10909.26234,10033.91022,13007.57325,8516.152775,9229.132222,11774.93985,6576.649823,12432.33491,15377.91245,13917.36301,11634.4754,6516.568139,7961.33024,7127.165504,16494.65246,11797.34748,11549.51654,12003.99977,10455.78337,12621.50372,7551.246082,6476.620287,8236.49004,9710.299864,10083.21202,7438.373363,13361.38301,9941.395256,12735.08535
1037,434.95544_1.0625,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182.656086,867.6762639,4441.094643,607.054684,1215.525064,2852.795053,456.9980995,0.862891607,397.4660568,625.5121372,772.1215739,671.3271798,3245.216316,168.7981991,278.7225178,1.0043199,757.6577847,1577.547593,203.6868915,7173.217933,398.3362401,4.524132633,207.4391424,177.1224168,3.20584233,706.8403456,154.9063014,1140.257823,1861.345649,757.4201766,692.7608663,179.110411,549.8177377,311.4566555,3878.612851,102.2366637,719.7537851,489.203221,6220.607126,1.090275207,395.9916985,176.0198176,1.210205479,1.095208579,2043.418892,129.8840247,1.139016922,225.9050228,171.9544133,1.198223247,515.8743174,353.9419691,1.006407883,174.583346,637.833297,325.6279588,570.4882604,1339.773947,216.8210113,1.149838935,322.7214612,1875.431434,1393.451167,2596.139426,390.4275515,780.9986167,311.2843545,162.9299893,1.1001868,1737.809256,790.250781,898.8973382,557.5988499
1038,435.05202_19.2775,7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,0.958578598,0.975972161,0.886597421,0.783304517,1.225524536,0.862891607,0.864432485,1.025597864,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,1.0043199,0.922061318,83.89720301,0.930927292,1.000169818,64.69189873,4.524132633,0.862891607,1.123160538,3.20584233,1.0043199,0.958578598,1.110280256,1.10269292,0.886597421,0.934521606,416.3106849,1.082957923,1.014847362,0.850759564,0.934521606,0.796187815,0.96623192,1.006407883,1.090275207,1.038802987,1.107739569,1.210205479,1.095208579,0.870651424,1.136343173,1.139016922,0.972052594,1.052352591,1.198223247,72.0252268,0.985910778,1.006407883,1.120560629,0.916822333,1.002240563,0.86753081,0.899781026,1.195264671,1.149838935,0.977943822,1.032158191,73.54325606,1.105210484,1.090275207,0.951045563,4222.863515,1.023429581,1.1001868,0.76353658,0.893140575,0.787125515,1.063916905
1039,435.07205_0.5985,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,0.958578598,0.975972161,0.886597421,0.783304517,7994.096549,0.862891607,0.864432485,1.025597864,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,1.0043199,0.922061318,0.778267189,0.930927292,1.000169818,1.006407883,4.524132633,9957.76915,8751.66691,3.20584233,10515.22935,8084.651892,1.110280256,11148.22542,11534.63245,13214.13551,9603.844912,10683.37991,1.014847362,7199.978188,8669.556937,11504.91393,9778.267028,9360.599721,7563.239109,8649.073667,1.107739569,9386.353699,1.095208579,7260.362225,13056.58306,7987.925673,12140.9369,1.052352591,9875.756002,14201.22128,5139.552883,8111.647538,9899.032598,12267.08281,10573.63794,10844.13512,11940.09421,10492.03328,14108.52374,9273.841262,1.032158191,8213.718485,14699.29943,11208.02913,12667.9269,10568.24126,9533.246546,11716.98941,9238.792619,0.893140575,9516.347477,13277.68297
1040,435.1273_10.0959,4803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.4694676,798.3974353,576.9684579,1992.935152,1642.865021,512.8294676,2219.424935,360.6024028,1669.219129,1501.475273,220.4564787,990.4221833,428.9969769,1065.174843,987.865403,422.6178139,76.00551442,2154.24358,1253.959062,823.239777,655.4734543,1744.05313,2908.807609,97.91713568,1876.058931,1205.18388,707.8144365,846.6997235,194.9561082,1954.060716,1075.634368,1363.210029,4096.829824,3970.082881,1237.004406,1381.222933,3390.167718,218.948153,1965.514596,1804.405467,103.0077042,693.1126485,539.1465411,2031.611913,344.6908988,4035.154608,693.3196003,988.577488,1388.053067,1570.870677,2535.615874,143.8443824,656.7817845,559.6079782,7958.01785,1778.976999,498.5699563,599.0742069,538.7057872,74.04962744,1299.687339,679.3665216,9141.706006,275.5289735,126.471924,680.2828915,1315.710573,932.0373194,1364.231631,3573.351195,2967.012991,598.3728166,5167.444408
1041,435.74886_1.3422,3444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.40823,2756.659667,6433.979547,2825.439406,2407.998595,3597.717649,2631.201179,2363.460113,4377.486106,5968.979568,1941.567752,2318.603982,3631.107394,3661.174733,1507.597059,1511.501449,6592.738421,5422.187508,3623.16902,8246.400147,4019.593085,3552.348944,5646.762679,3059.489305,21017.50231,3116.40465,3245.747131,5791.221817,6128.767248,3476.348487,4723.072195,8670.257828,3203.389538,4768.767755,4315.903267,4307.210081,4921.236887,1813.617313,6781.176316,1796.773541,1736.878594,3976.785054,3887.18,5367.617244,2429.988125,8933.930028,1287.089122,12860.25582,5100.753008,3969.713617,3885.950409,3956.45995,5922.710392,7425.955289,1553.097032,7603.999149,1945.004075,7826.295361,4525.272045,4012.937884,3316.2075,6410.734527,9043.71366,10276.24708,4372.003579,6384.368867,5598.862713,3337.403863,3539.300934,9887.798712,15629.96007,6424.518454,2494.885142
1042,435.90587_1.4181,3749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757.257712,2305.42936,1136.874217,2260.351525,2312.246074,1723.269938,3101.802601,1688.678876,1919.90455,2381.43824,2997.747079,3382.586697,1236.226125,2683.309304,2904.493151,3196.750242,1827.525532,1993.920539,2855.154004,1758.29854,2568.352918,21887.75368,3197.876297,5077.808791,10899.86392,4245.260217,3296.551797,5665.760148,4578.381003,3779.564805,3269.891099,3835.486937,4005.861359,4597.258551,2372.768423,4920.256254,2888.569394,4508.438137,3310.075528,3567.380476,3779.165265,4847.468355,4396.676507,8198.73142,2515.311964,4137.425494,5854.546978,1834.263245,5137.585348,4420.245558,3990.077929,4708.709874,4276.227095,5747.355467,4486.928497,3437.68513,3221.141896,3609.021694,5235.259259,6101.045391,3621.325972,4068.767591,3694.311464,5260.801902,4479.940824,4398.585731,2630.534548,4213.459585,6331.575031,3980.316192,2510.618157,3645.17826,4234.389282
1043,436.00794_1.3398,3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054.397594,5700.768326,3445.13148,6304.780159,6607.810578,3243.664007,11037.07397,8237.163285,15931.4907,2389.643023,8195.867758,7024.681373,12146.2408,6973.111813,6642.996124,11459.29006,1645.879452,15300.73294,9215.249262,6357.079361,1669.630678,11391.76597,6065.265109,8974.052697,44529.14996,6808.284602,7276.570134,19696.37175,13011.77645,10798.75659,9129.341567,8079.85044,20532.88223,4695.698745,24399.78429,4724.006717,4963.434841,12135.87291,5526.185686,5576.757682,11624.20542,4459.759506,8189.460479,7218.519742,12598.32611,24170.01929,6466.199065,19732.66766,1823.72704,18692.28265,20194.09235,8804.183244,9718.880927,14264.73681,10873.51287,17438.98579,8961.593264,16816.90737,11395.65337,6546.033059,8046.521766,9384.382276,4036.304753,3719.033277,11960.31902,25811.37659,20152.35938,8453.528338,5930.006849,12201.31455,29286.07946,3841.172514,18022.75237
1044,436.01004_1.3459,3195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11393.64183,5172.239466,13094.18364,5722.124779,6198.202569,10903.59888,10310.33792,7642.630967,15179.43444,15865.99896,6952.132776,6040.547267,11547.275,5571.310676,5609.161676,10274.19258,13342.22727,14195.59353,8491.918757,18973.22144,13868.30063,11391.76597,3851.085244,7625.136891,43214.7546,5106.966691,6157.908911,18386.24105,11401.84479,9592.984094,8150.897445,24947.52153,18366.96638,3001.918497,20520.32068,18970.7886,19411.05894,11034.36852,23026.61237,3827.956251,10523.07425,4459.759506,6319.693014,4887.915887,11475.18577,21965.51354,4754.256632,14911.28679,1851.088207,17925.41977,19274.66851,7087.71258,7794.629055,13121.76497,9800.830739,16176.16268,7788.691609,18238.56139,9277.644377,4216.459376,6879.834786,7308.712154,24792.06367,21385.82286,10746.84271,24213.62004,17696.48452,7227.459701,6046.62665,9269.334082,26258.33291,19874.91926,15426.79512
1045,436.02826_1.2882,3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,11550.8721,0.975972161,0.886597421,5594.360864,1.225524536,490.8990355,7309.641096,1.025597864,2722.176481,0.998107612,6628.882103,0.970104593,0.938143783,4656.027056,6158.447541,2095.095274,0.930927292,7417.259368,1.006407883,4.524132633,0.862891607,1.123160538,3.20584233,1.0043199,0.958578598,5858.948913,277.8786158,325.5585729,98.21822076,18602.58708,8320.365726,1.014847362,13084.68209,5926.736024,4121.86432,0.96623192,9540.746732,1.090275207,6499.790287,1.107739569,1.210205479,1.095208579,6161.600128,11977.05705,190.2158259,8504.488144,4110.48922,16259.88946,1.107739569,0.985910778,6183.370034,147.5778349,6147.293742,1.002240563,0.86753081,5455.372358,7344.901404,1.149838935,0.977943822,1.032158191,18050.19023,1169.312692,6604.887202,283.601787,0.886597421,1.023429581,1.1001868,3820.737047,13155.96067,0.787125515,5065.308385
1046,436.04085_1.3461,3193,C12H22NO10S3-,Glucoraphanin,154828368;86310122;4479911;4479912;124928623;9548633;9548634;6602383;76957235;154497821;102158903;102158904;162642219;162926200;162926201;162926202;162926203;162926204;125125753;6122951;6122952;6325266;89555461;140522954;91578311;10160260;656556;656557;45934369;73347633;89267971;71565977;123580816;131707823;131707824;158300989;92854240;59652936;59652937;90032545,436.041,Amino acids and Peptides,Amino acid glycosides,Glucosinolates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,Alkylglucosinolates,1817276.033,926326.5414,2242115.34,1015011.047,1047958.151,1855648.402,1725538.547,1238249.457,2278644.031,2478870.037,1335941.114,1200723.457,1733073.161,1327103.083,1218648.773,1807775.82,2236920.757,2250748.712,1437351.739,3064520.322,2209065.303,3014881.987,2185704.442,1572424.753,6777150.685,1968467.004,1326672.779,3172070.692,2148045.808,1727978.373,1602704.554,4134580.577,3322514.909,1539523.448,3712714.736,3479223.938,3102743.917,1820380.937,4285284.766,1392281.439,1759732.259,1657178.396,1398997.534,1835569.578,2061702.572,3828340.15,1325815.697,4243009.573,1662717.094,2909286.044,3479409.987,1452246.575,2106411.699,2246724.061,1831811.021,2674980.062,1590183.974,3565832.205,2494517.369,1462595.126,1373033.126,2249072.699,4051003.605,3647194.596,1891627.484,3930671.314,3122596.116,1443035.709,1934128.394,3103012.662,4936387.959,3200452.344,4234389.282
